id;recipe_id;step_number;step_description
1854;420;3;Au bout de 15 minutes, arrêtez la cuisson et réservez. Au centre de votre wrap (j'ai pris des wraps à la farine de maïs de 20 cm ø.), versez un peu de votre préparation de légumes et de poulet. Pliez le côté droit et gauche vers le centre puis roulez votre wrap de bas en haut pour obtenir une forme de ballotin.
1855;420;4;Dans un appareil à panini ou grill (certains gaufriers et appareils à croque monsieur le propose) chaud ou sur une poêle grill chaude et huilée, disposez votre wrap roulé. Si vous avez un appareil, refermez-le jusqu'à ce que le wrap soit bien aplatit et doré. Si vous avez la poêle, à l'aide d'une spatule, aplatissez votre wrap contre le revêtement de la poêle. Puis retournez celui-ci quand celui-ci est bien doré.
1856;420;5;Servez ces burritos accompagnés d'une petite salade pour les consommer en plat principal. Ou coupés en deux pour vos apéritifs.
1857;420;6;Il est possible de rajouter des graines de sésame dans votre préparation de légumes et de poulet. Vous pourrez également ajouter de la fêta ou du fromage de chèvre sur le dessus de votre préparation, avant de rouler votre wrap.Retrouvez également sur le blog d'autres recettes avec des wraps ou des recettes d'apéritifs healthy ici.
1858;421;1;Coupez en deux votre avocat mûr. Otez le noyaux et épluchez-le. Sur une tranche de pain de mie complet ou aux céréales, disposez votre moitié d’avocat coupé en lamelles. Puis avec le dos d’une fourchette, étalez-le sur toute la surface de la tranche.Lavez votre tomate fraîche et coupez-la en tranche. Disposez-la sur le dessus de l’avocat.Disposez vos jeunes pousses de salade.Ensuite coupez quelques tranches de bûche de fromage de chèvre que vous disposerez sur la tranche. Vous pouvez aussi mettre du fromage de chèvre frais.Enfin saupoudrez de cerneaux de noix concassés et versez un coulis de miel bio.Refermez avec une tranche de pain de mie et disposez-le sur un grill pendant quelques minutes jusqu’à ce que les tranches soient bien dorées.Dégustez aussitôt votre sandwich végétarien.
1859;421;2;Vous pouvez remplacer la salade par des pousses d’épinards.
1860;422;1;Dans un verre versez la levure de boulanger sèche et 100 ml d’eau. Mélangez et couvrez celui-ci avec du film étirable. Réservez pendant 15 minutes pour « activer la levure ». 15 minutes plus tard, la levure est bien dissoute. Mélangez et réservez.Dans un récipient versez la farine, la fécule, le sucre, le sel ainsi que les épices selon vos goûts. Mélangez puis ajoutez l’huile d’olive et le mascarpone. Mélangez avec une cuillère en bois, puis ajoutez la levure dans son verre d’eau. Mélangez puis ajoutez l’eau en 3 fois environ pour bien mélanger. La pâte en fin de pétrissage doit être bien souple, non collante et homogène. Si vous avez un robot pâtissier, c’est le moment pour l’utiliser. Sinon il faut se faire les bras!Disposez cette pâte dans un grand récipient, recouvrez-le de film étirable puis disposez-le dans le four éteint pour éviter les courants d’air et ce pendant 1h15 environ.
1861;422;2;Pendant ce temps, coupez la racine des poireaux et coupez le bout des feuilles vertes. Coupez-les complètement si elles virent au jaune. Puis coupez les poireaux en 2 dans la longueur. Rincez-les sous l’eau courante pour enlever la terre.Ensuite coupez-les en fines lamelles et mettez-les dans le panier du cuiseur vapeur. Programmez 25 minutes env. Les poireaux doivent être cuits et fondants. Enfin égouttez-les si besoin.Dans une poêle, versez un filet d’huile d’olive dans laquelle vous ajoutez une échalote épluchée et hachée. Mélangez puis ajoutez les poireaux. Une fois que l’eau de cuisson est évaporée, versez les tranches de bacon coupées en morceaux. Mélangez puis ajoutez la crème de soja et le parmesan râpé. Assaisonnez en sel et poivre puis arrêter la cuisson une fois que le fromage est fondue. Versez la garniture dans une assiette et essayez de faire 8 petits tas égaux pour les buns à venir.
1862;422;3;La pâte à buns à bien gonflé, roulez un gros boudin de pâte et divisez-la en 8 pâtons égaux. Mettez un peu d’huile d’olive sur les mains, roulez le pâton en boule puis abaissez-le avec un rouleau à pâtisserie sur un cercle de 16cm env.Au centre, versez 1/8ème de la garniture, repliez les bords et pincez en pivotant. Retournez le bun et formez une boule lisse et « hermétique ». Disposez le bun sur un plateau par exemple recouvert de papier de cuisson. Ils ne doivent pas se coller car ils vont encore gonfler. Réalisez cette étape jusqu’à épuisement des préparations.Disposez le plateau dans le four éteint pendant 30 minutes car ils vont pousser une 2 ème fois.Pendant ce temps préparez le cuiseur vapeur en ajoutant de l’eau dans la cuve et en disposant du papier de cuisson sur chaque étage. 
1863;422;4;La 2ème pousse est terminée, disposez les buns bien espacés sur le papier de cuisson car ils vont bien gonfler. Fermez le couvercle.Lancez la cuisson pendant 20 minutes.En fin de cuisson vos buns sont bien « dodus » et très moelleux, alors prenez-les délicatement disposez-les sur une grille de refroidissement avec du papier de cuisson sans les coller les uns aux autres. 
1864;422;5;Vous pouvez les déguster aussitôt ou les faire refroidir et les mettre au réfrigérateur ou congélateur pour les déguster plus tard.Accompagner 1 bun avec un peu de légumes ou de protéines en fonction de vos besoins journaliers et vous aurez un plat complet. 
1865;422;6;Le bacon de la garniture peut également être remplacé par du poulet effiloché par exemple. N’hésitez pas à ajouter des épices dans la pâte à buns, car elle apportera un parfum supplémentaire.
1866;423;1;Versez dans un récipient la crème de soja tiède et versez la levure. Mélangez-y laissez reposer pendant 5 min. Ensuite ajoutez le reste des ingrédients et assaisonnez selon vos goûts. 
1867;423;2;Saler et poivrer. Mélangez et laissez reposer la pâte pendant 1h30. Puis faites cuire les blinis comme des pancakes.
1868;424;1;Lavez et coupez finement les aubergines. Faites les simplement dorer à la poele avec de l'huile d'olive et saupoudrez de sel. Disposez-les de façon harmonieuse sur une assiette et ajoutez les tomates cerises.
1869;424;2;Ajoutez une belle burrata de qualité au centre et réalisez l'assaisonnement. Pour cela au feeling j'ai simplement mélangé du jus de citron avec de l'huile d'olive, du sel et une petite gousse d'ail pressée. 
1870;424;3;-yaourt grecque, sel, ail et jus de citron-fromage blanc, ciboulette, ail et sel
1871;425;1;Mélangez dans un récipient la farine avec le lait, les œufs, les pignons de pin préalablement mixés, le sel et enfin l'huile d'olive. Mélangez jusqu'à obtenir une préparation homogène. 
1872;425;2;Ajoutez ensuite les morceaux de fromage de chèvre et les feuilles d'épinards fraîches telles quelles. Mélangez afin que la pâte à gaufre enrobe bien le fromage et les épinards. 
1873;425;3;Versez ensuite l'équivalent d'une belle cuillère à soupe dans l'empreinte du gaufrier et ainsi de suite jusqu'à épuisement de la préparation. 
1874;427;1;Voici une idée de salade, pas de quantité pour cette fois car réalisée au feeling.
1875;427;2;Faites cuire vos pâtes dans de l'eau bouillante puis égouttez-les. Ajoutez ensuite le pesto et mélangez. Ajoutez les pignons de pin, les morceaux de poivron avec la Mache et le melon réalisé en billes à l'aide d'une cuillère parisienne. 
1876;427;3;Versez le dans un plat de service et ajouté ici et là des morceaux de jambon sec et des copeaux de parmesan. 
1877;428;1;Lavez et coupez des tomates cerises, concombres, avocat et mangue. Versez dans un récipient avec les crevettes et la mache. 
1878;428;2;Coupez et videz le melon. Ajoutez-le au reste des ingrédients. Mélangez ensuite dans un ramequin, l'huile d'olive avec le jus de citron et le sel selon vos goûts.
1879;428;3;Puis ajoutez-le au reste des ingrédients. Mélangez et servez. 
1880;428;4;Pour info, j'ai utilisé une cuillère parisienne pour réaliser mes billes de melon. 
1881;429;1;Lavez les légumes et coupez le concombre en bâtonnets. Hachez grossièrement les carottes et faites revenir l'oignon rouge dans une poêle avec un peu d'huile d'olive. Hachez grossièrement le chou rouge. Humidifiez les galettes de riz et disposez-les sur un torchon humide. Ajoutez au centre la préparation et repliez la galette de riz suivant les recommandations du paquet. 
1882;429;2;Saupoudrez tout autour de graines de sésame et disposez dans une assiette. De côtés mélangez simplement le beurre de cacahuète avec la crème, la sauce soja et le jus de citron. 
1883;429;3;Ajoutez de l'eau jusqu'à obtenir la consistance souhaitée. Trempez ensuite simplement chaque rouleau de printemps dans la sauce et déguster. 
1884;430;1; Versez le poulet dans de l'eau bouillante avec du bouillon de légumes. Une fois que celui-ci est blanchit à quelle heure, arrêtez la cuisson et effilochez la viande à l'aide de deux fourchettes. 
1885;430;2;Versez le poulet dans une poêle avec de l'huile d'olive et des oignons épluchés et ciselés. Mélangez et faites les dorer puis ajoutez des petits pois. Mélangez.
1886;430;3;Ajoutez la crème avec la pâte de curry et assaisonnez selon vos goûts avec des graines de cumin, du sel et du poivre. Laissez refroidir et réalisez le pliage de vos Samoussas (voir video).
1887;430;4; Disposez-les sur une plaque et badigeonnez d'huile d'olive. Enfournez à 180°C pendant 20 minutes. 
1888;431;1;Mixez tous les ingrédients du pesto jusqu'à obtenir une prestation homogène.
1889;431;2;Mélangez les oeufs avec la crème, le sel et poivre. Mélangez et faites brouillez vos oeufs avec le fromage de chèvre en morceaux.
1890;431;3;Toaster le pain avec de l'huile d'olive, tartiner le pesto et ajoutez les oeufs brouillé dessus. 
1891;432;1;Écossez, épluchez et faites griller quelques minutesles fèves dans une poêle avec de l'huile d'olive. Découpez le tofu et versez-le dans un bol avec l'huile d'olive, du citron, de l'ail et des herbes de Provence.
1892;432;2;Mélangez et puis laissez la marinade infuser pendant une heure minimum. Ensuite faites cuire le tofu avec celle-ci dans une poêle. 
1893;432;3;Versez dans un saladier les fèves avec le tofu, les pâtes cuites, les feuilles d'épinards grossièrement hachées à l'aide d'un couteau, la fêta émiettée et les pignons. Ajoutez ensuite par-dessus la sauce salade composée de mélange de miel et de sauce soja sucrée.
1894;433;1;Coupez deux belles tranches de pain et ajoutez par-dessus un peu de beurre clarifié avec de l'ail. 
1895;433;2;Ajoutez ensuite des tranches de jambon sec et enfournez à 200°C pendant 8 min. 
1896;433;3;Ajoutez ensuite sur chaque tranche un œuf sur le plat, ajoutez du pecorino rapide sur le dessus avec un peu de persil haché et saupoudrez de celle-ci comme vous le souhaitez. Dégustez aussitôt. 
1897;434;1;Lavez, épluchez, coupez et videz le Butternut en cubes. Versez-le dans un récipient avec les pois chiches cuits, égouttez et rincez. Ajoutez l'huile d'olive avec les épices selon vos goûts. Mélangez puis versez le tout sur la plaque du four. Enfourner à 200°C pendant 40 minutes. Mélangez à mi-cuisson.
1898;434;2;pendant ce temps, lavez et coupez la tige centrale des feuilles de chou kale. Coupez-les grossièrement à l'aide d'un ciseau ou d'un couteau puis faites-les cuire à la vapeur pendant 30 minutes. 
1899;434;3;Lavez et coupez la pomme puis coupez grossièrement les noix. Versez dans un saladier le chou cuit avec le butternut et les pois chiches rôtis. Saupoudrez de sésame et de noix. Ajoutez les pomme.
1900;434;4;Dans une poêle, faites cuire à feu doux le fromage Rapé avec la crème. Assaisonnez selon vos goûts avec de l'ail, du sel et des herbes de Provence. Une fois que la préparation est fondue servez cette sauce salade avec le reste et régalez-vous. 
1901;434;5;Le parmesan n'est pas végétarien *
1902;435;1;Épluchez et émincez les échalotes et oigonons. Faites-les revenir avec un peu d'huile d'olive. Ajoutez alors le concentré de tomate et la crème. Mélangez.
1903;435;2;Ensuite ajoutez le poulet coupé en morceaux. Assaisonnez avec les épices et un peu de sel. Ajoutez les épinards. 
1904;435;3;Versez dans les wraps repliez, coupez en deux. Badigeonnez d'huile d'olive et saupoudrez de fromage. Ensuite enfournez à 200°C pendant 5 min. 
1905;436;1;Lavez et coupez les pommes de terre en morceaux. Faites les cuire à la vapeur jusqu'à ce qu'elles soient fondantes. Versez-les dans un récipient avec les oignons épluchés et émincés, les olives, les câpres et le filet de harengs coupé en morceaux. 
1906;436;2;Mélangez et assaisonnez selon vos goûts avec un peu d'huile d'olive du sel et de l'ail.
1907;436;3;Cette recette est à adapter et si vous n'aimez pas le hareng vous pouvez le remplacer par du maquereau fumée ou des dés de saumon cru ou cuit.
1908;437;1;Mixez rapidement pour conserver les flocons d'avoine et les épices selon vos goûts.
1909;437;2;Trempez les fromage dans l'oeuf battu puis dans les épices et enfin sur la poêle avec un peu d'huile d'olive. 
1910;437;3;Servez le fromage pané avec de la salades, des tomates, un peu de crudité, avec de l'huile d'olive, du jus de citron etc.
1911;437;4;Adaptez l'accompagenment en fonction de la saison.
1912;438;1; Versez un peu d'huile d'olive dans le fond de votre moule à tarte puis superposer deux feuilles de brick sur le dessus. Découpez les bords si besoin. Enfournez ensuite tel quel les feuilles de brick à 200°C pendant 5 min. Ensuite ajoutez par-dessus la ricotta fouettée avec les tomates séchées hachées.
1913;438;2;Pendant ce temps versez les tomates cerises et oignon épluchés et coupés  dans un moule à gratin avec de l'huile d'olive, du jus de citron et du sel. Enfourner à 200°C pendant 30 min.
1914;438;3;Ajoutez ensuite sur le dessus les tomates et les oignons cuits directement sur la ricotta. Dégustez aussitôt avec un peu de basilic.
1915;438;4;Dégustez cette recette de tarte brick avec un peu de salade ou de crudités
1916;439;1;Coupez le bacon et faites-le cuire rapidement dans une poêle. Versez-le dans un récipient avec la ricotta et les tomates séchées hachées. Mélangez. 
1917;439;2;Videz le poivron de sa chair blanche et de ses pépins puis coupez des tronçons que vous ferez cuire rapidement dans une poêle avec un peu d'huile d'olive. Garnissez les deux ricotta et mettez-les au frais jusqu'à dégustation.
1918;439;3;Mettez-le au minimum 1 h au frais avant dégustation pour que la ricotta se tienne.
1919;440;1;Égouttez et emiettez le thon. Puis ajoutez la ricotta et le St Moret. Mélangez, puis assaisonnez selon vos goûts avec du basilic haché et du sel selon vos goûts.
1920;440;2;Il est possible d'ajouter un peu d'ail, des tomates sechées hachées, de solives ou un autre type de poisson.
1921;441;1;Égouttez et émiettez, le thon. Puis mélangez-le dans un récipient avec la ricotta, l'estragon, le citron et la tomate séchée grossièrement hachées. 
1922;441;2;Mélangez puis tartiner la préparation sur le wrap. Roulez-le puis coupez-les en morceaux. Dégustez aussitôt.
1923;442;1;Lavez et coupez les pommes de terre. Faites-les cuire à la vapeur jusqu'à ce qu'elles soient fondantes.
1924;442;2;Faites cuire ensuite le saumon et effeuillez-le. Ajoutez alors dans une assiette la salade, avec les pommes de terre et le saumon. Ensuite ajoutez la sauce dessus et dégustez. 
1925;442;3;Il est aussi possible de l'adapter avec un autre poisson et de remplacer les pommes de terre par des pâtes, riz ou légumineuse.
1926;443;1;Faites cuire les pâtes, égouttez-les. Passez-les ensuite sous l'eau froide.
1927;443;2;Lavez et coupez les tomates cerises, coupez la feta en dés, coupez le jambon et ajoutez les olives. Mélangez et ajoutez les pâtes.
1928;443;3;Mélangez et ajoutez la sauce par dessus. 
1929;443;4;Il est possible de remplacer les pâtes par du riz, des pommes de terre ou de la salade. 
1930;444;1;Lavez et coupez les pommes de terre en morceaux. Faites-les cuire à la vapeur jusqu'à ce qu'elles soient fondantes. Versez dans un récipient les olives, le concombre lavés et coupé en morceaux, les tomates cerises, l'oignon épluché et émincé et les morceaux de fêta. Assaisonnez selon vos goûts avec un peu de sel et de l'huile d'olive.
1931;444;2;Il est possible de ne pas ajouter du tout de féculent dans cette recette ou alors vous pouvez les remplacer par des légumineuses, riz ou pâtes.
1932;445;1;Mélangez dans un récipient les morceaux de mozzarella avec les morceaux de tranches de jambon sec, les tomates cerises et la salade. 
1933;445;2;Mélangez puis ajoutez par-dessus une sauce composée d'huile d'olive, de jus de citron et de vinaigre balsamique. Ajoutez quelques éclats de noix et dégustez aussitôt.
1934;445;3;C'est une recette comme d'habitude à adapter suivant vos goûts et la saison.
1935;446;1; Faites cuire vos pâtes et égouttez-les. Versez-les dans un récipient avec le pesto, et les tomates. Mélangez la préparation jusqu'à ce qu'elle soit homogène puis versez là dans le plat et ajoutez les morceaux de tranches de jambon sec ainsi que des éclats de noisettes.
1936;446;2;Prenez bien sûr cette recette comme une idée et adaptez-la selon vos goûts et le contenu de vos placards.
1937;447;1;Lavez et coupez les pommes de terre en morceaux. Faites-les cuire à la vapeur jusqu'à ce qu'elles soient fondantes. Pendant ce temps lavez les tomates et coupez-les en deux. 
1938;447;2;Épluchez et émincez finement l'oignon et coupez les olives. Versez ensuite dans un récipient les pommes de terre cuites avec les oignons, les tomates et les olives. 
1939;447;3;Ajoutez l'assaisonnement composé de crème, de moutarde et de persil et mélangez le tout.
1940;447;4; Pour une version non végétarienne, il est possible d'ajouter des morceaux de poulet.
1941;448;1;Versez dans le mixeur les flocons d'avoine avec le curry et le cumin selon vos goûts. Dans un récipient fouettez un œuf. Trempez chaque aiguillettes de poulet dans l'œuf puis dans le mélange d'avoine et d'épices. 
1942;448;2;Faites ensuite cuire chaque morceaux dans une poêle avec un peu d'huile d'olive. Réalisez cette opération jusqu'à épuisement de la viande.
1943;448;3; Versez dans un récipient le yaourt avec le parmesan et assaisonnez selon vos goûts avec du sel et de l'ail. Mélangez.
1944;448;4;Dans un récipient versez la salade avec les tomates cerises lavées et coupées, les oignons épluchés et émincés et enfin les pâtes cuites. Mélangez. 
1945;448;5;Versez dans les assiettes et ajoutez par-dessus la sauce au yaourt et le poulet pané. Dégustez aussitôt.
1946;448;6;Il est possible de remplacer le poulet pané par des œufs durs, du rôti froid ou alors des protéines végétales de votre choix.
1947;449;1;Lavez, épluchez et coupez concombres et oignons rouges. Coupez les tomates cerises et faites cuire vos pâtes. Dans un grand récipient ajoutez les pâtes cuites avec les tomates, la fêta coupée en morceaux, le concombre, les olives et les oignons rouges émincés. 
1948;449;2;Mélangez la préparation puis ajoutez un assaisonnement composé d'huile d'olive, jus de citron, vinaigre balsamique, basilic ciselé et sel, le tout mélangé. 
1949;449;3;Mettez au frais jusqu'à dégustation.
1950;449;4;J'ai toujours l'habitude de dire que pour des recettes simples comme ça, la qualité des ingrédients est primordiale. Misez donc sur des tomates cerises bien sucrées, de la bonne fêta et du vinaigre balsamique de qualité.
1951;450;1;Faites cuire les pâtes puis égouttez-les. Épluchez les courgettes et coupez-les avec les poivrons et les tomates. Faites revenir les courgettes et poivrons dans de l'huile d'olive puis versez-les dans un récipient avec les tomates séchées grossièrement hachées et les petits pois. 
1952;450;2;Ajoutez les pâtes cuites et enfin le pesto, mélangez le tout et mettez au frais jusqu'à dégustation.
1953;450;3;Le pesto sert de liant et donne du goût. Celui-ci peut être remplacé également par de la tapenade ou du pesto Rosso par exemple qui est du pesto mixé avec des tomates séchées.
1954;451;1;Badigeonnez d'huile d'olive les feuilles de brick à l'aide d'un pinceau (juste ce qu'il faut pour que ce ne soit pas trop gras et indigeste). Coupez les feuilles en deux à l'aide d'un ciseau. Disposez-les en quinconces dans chaque moule à muffin.
1955;451;2;Faites bouillir de l'eau avec le bouillon, puis ajoutez le poulet et faites-le cuire à coeur. Ensuite éffilochez-le avec les doigts ou un batteur électrique. 
1956;451;3;Ajoutez un peu d'huile d'olive dans une grande poêle et ajoutez le poulet avec le lait de coco et les épices selon vos goûts. Ajoutez-en suffisamment pour que la recette ait du coup.
1957;451;4;Une fois que le poulet a absorbé tout le lait de coco, disposez-le au centre de chaque moule à muffin. Repliez la feuille de brick sur la garniture et utilisez des petits cure-dents pour maintenir celle-ci. Enfournez ensuite à 180°C pendant 20 minutes. Laissez refroidir et déguster
1958;451;5;Dans la même idée vous pouvez remplacer le poulet par des légumes de saison, de la viande de porc effilochée ou des protéines de soja.
1959;452;1;Huiler préalablement vos ramequins. Disposez au fond les petits pois préalablement cuits avec le fromage de chèvre et la crème. Versez par-dessus l'œuf et assaisonnez selon vos goûts avec du sel, de l'ail et un peu de cumin.
1960;452;2;Enfournez ensuite à 240C° pendant 15 à 20 minutes suivant la puissance de votre four. Dégustez aussitôt.
1961;452;3;Dans la même idée n'hésitez pas à réaliser cette recette avec d'autres légumes de saison suivant le mois de réalisation. Mélangez également avec d'autres fromages de votre choix. Cette recette est donc à prendre comme une idée que vous pourrez réaliser selon vos goûts.
1962;453;1;Versez dans le mixeur les flocons d'avoine, les épices selon vos goûts, les cacahuètes et le sel. Mixez raidement pour avoir encore un peu de la texture et non de la poudre fine.
1963;453;2;Coupez les morceaux de fêta et trempez-les dans l'oeuf battu puis dans la panure. Disposez-les sur la plaque du four, ajoutez un peu d'huile et enfournez en position chaleur tournante/grill à 220°C pendant 15 min.
1964;453;3;Dispsosez-les sur une salade avec un peu de cacahuète et de jambon sec avec la sauce soja sucrée. Dégsutez aussitôt.
1965;453;4;Comme d''habitude il est possible de varier et d'accompagner vos croquettes de fêta comme vous le souhaitez. Variez ainsi les flocons de céréales et les épices utilisées.
1966;454;1;Épluchez, coupez et faites cuire les carottes et pommes de terre jusqu'à ce qu'elles soient fondantes. Ensuite versez-les dans le mixeur avec la crème, le bouillon de légume et l'eau. Assaisonnez selon vos goûts avec du cumin.
1967;454;2;Versez la soupe dans un bol. Puis abaissez la pâte brisée au rouleau à pâtisserie sur une épaisseur de 5 mm. Badigeonnez l'oeuf battu sur les bords du bol, puis disposez la pâte.
1968;454;3;Ensuite badigeonnez la pâte avec l'oeuf, saupoudrez de fromage et d'herbes puis enfournez à 200°C pendant 15-20 min. Puis dégustez aussitôt.
1969;454;4;Il est possible de réaliser un potage de chou romanesco à la place de la soupe de carotte.
1970;455;1;Lavez, épluchez et coupez le concombre en tronçons. Puis coupez en deux et videz les pépins avec une cuillère à soupe.
1971;455;2;Dans un récipient, versez la saumon coupé en morceaux avec le fromage de chèvre frais, la menthe et l'aneth ciselée.
1972;455;3;Versez cette préparation dans les concombres et saupoudrez d'un peu de sel. Mettez au frais jusqu'à dégustation.
1973;455;4;On peut remplacer:-le saumon frais par du fumé, du maquereau ou du thon-le chêvre par de la feta
1974;456;1;Faites cuire vos pâtes dans de l'eau bouillante puis égouttez-les. Versez-les dans un saladier avec des tomates cerises lavées et coupées ainsi que des morceaux de tomme.
1975;456;2;Dans un ramequin mélangez de la moutarde avec du jus de citron et de l'huile d'olive. Versez la sauce dans le saladier. Mélangez et versez dans les assiettes.
1976;456;3;Servez aussitôt votre salade dès l'entrée.
1977;456;4;Il est possible de remplacer:-les pâtes par du riz complet, des lentilles corail ou des pois chiches-les tomates par des poivrons-la tomme par un autre fromage au choix
1978;457;1;Commencez par cuire vos pâtes puis égouttez-les.Versez-les dans un grand récipient avec la mâche, le thon au naturel émietté, les tomates cerises lavées et coupées, la tomme coupée en dés et les olives.
1979;457;2;Mélangez puis ajoutez l'huile d'olive avec les noisettes grossièrement hachées et les herbes de Provence. Mélangez et servez la salade dans vos assiettes avant de la déguster.
1980;457;3;Il est possible de remplacer dans des cette recette:-La mâche par une autre salade au choix-le thon par des crevettes ou saumoo/thon frais coupé en dés-la tomme par du gruyère, feta ou mozzarella
1981;458;1;Dans un récipient versez l'eau, l'oeuf, l'huile, les farines et la levure. Fouettez entre chaque ajout jusqu'à ce que la préparation soit homogène.
1982;458;2;Versez la préparation dans un gaufrier et réalisez cette opération jusqu'à épuisement de la pâte.
1983;458;3;Coupez-les gaufres en triangle et disposez dessus du fromage de chèvre. Puis coupez le bacon en lamelles et faites-le griller à la poêle.
1984;458;4;Dressez vos assiettes avec de la salade au choix, et disposez dessus vos gaufres au fromage. Saupoudrez d'amande concassées et ajoutez le bacon grillé. Dégustez aussitôt.
1985;458;5;Il est possible d'apporter quelques modifications à cette recette et de remplacer:-les gaufres par des crackers ou tranche de pain grillé-le chèvre par un autre fromage-le bacon par des champignons-d'ajouter quelques graines
1986;459;1;Épluchez et coupez les concombres. Puis coupez le thon en morceaux également. Ensuite faites cuire vos pâtes dans de l'eau bouillante et égouttez-les. Versez le tout dans un saladier.
1987;459;2;Mélangez dans un ramequin l'huile d'olive, le jus de citron et le fromage frais. Versez la sauce crémeuse sur la salade et dégustez aussitôt comme entrée.
1988;459;3;Il est possible de remplacer:-le thon avec du saumon-le concombre avec d'autres ingrédients de saison-les farfales par d'autres pâtes au choix.
1989;460;1;Faites cuires vos pâtes dans de l'eau bouillante. Puis une fois al dente, égouttez-les dans uen passoire. Passez de l'eau froide dessus pour arrêter la cuisson et ajoutez un peu d'huile d'olive et mélangez. 
1990;460;2;Épluchez et coupez le concombre, lavez les tomates cerises et coupez-les également.  Dans un récipient mélangez la mâche avec les pâtes, le concombre et les tomates cerises. Servez et ajoutez par dessus des morceaux de fromage de chèvre frais.
1991;460;3;Il est également possible d'ajouter:-du saumon fumé-des tomates confitesEt de remplacer le fromage de chèvre frais par de la feta par exemple.
1992;461;1;Lavez et coupez les tomates en tranches. Puis égouttez et coupez également la mozzarella. Disposez vos ingrédients de façon harmonieuse.
1993;461;2;Ajoutez le jambon puis mélangez la moutarde avec l'huile d'olive et le jus de citron dans un ramequin. Versez la sauce sur vos ingrédients et servez aussitôt.
1994;461;3;Cette salade est plus une idée pour vous montrer qu'il est possible de réaliser des salades sympa facilement et rapidement.Enfin réalisez cette salade avec de bonnes tomates de saison bien sucrées et de la vraie mozzarella au lait de bufflonne. C'est bien meilleur !
1995;462;1;Lavez et hachez finement les courgettes à l'aide d'une mandoline directement dans une passoire. Ensuite pressez la courgette contre les parois pour enlever l’excédent d’eau. 
1996;462;2;Epluchez et émincez finement les oignons. Dans un récipient verser les œufs avec les différents épices selon vos goûts, le sel et la ricotta. Mélangez et fouettez la préparation jusqu'à ce qu'elle soit homogène.
1997;462;3;Ajoutez dans celle-ci la farine et mélangez.
1998;462;4;Versez dans la préparation les oignons et la courgette et mélangez. Faites chauffer une poêle avec de l’huile d’olive puis versez au centre un emporte-pièce que vous aurez huilé au préalable. 
1999;462;5;Versez l'équivalent de 3 c. à soupe de préparation au centre, étalez et laissez cuire. Dès que la pâte ne colle plus à la poêle, enlevez l'emporte-pièce et retournez la galette. Réalisez cette opération jusqu’à épuisement de la préparation. 
2000;462;6;Il est possible dans cette recette de remplacer:-la ricotta par du fromage frais au choix (chèvre, brebis, St Moret..)-les épices par d'autres ou des herbes aromatiques-la farine semi complète par de la farine d'avoine ou de la farine de blé T80
2001;463;1;Lavez les courgettes puis coupez leurs extrémités. Ensuite à l'aide d'un économe, réalisez des lamelles dans chaque variété de courgettes. Disposez-les de façon harmonieuse dans les assiettes puis mélangez le jus de citron avec le miel et l’huile d’olive. 
2002;463;2;Versez la sauce obtenue sur les lamelles de courgettes puis ajoutez sur le dessus le parmesan râpé et les amandes hachées au couteau.
2003;463;3;Dégustez aussitôt votre carpaccio de courgette.
2004;463;4;Il est possible de remplacer la sauce par du pesto maison. Dans ces cas là n'hésitez pas à ajouter un peu plus d'huile d'olive pour avoir un pesto plus liquide qu'il sera plus aisé de mélanger. Enfin les amandes peuvent être remplacées par des noisettes ou des noix de cajou.
2005;464;1;Mixez la crème avec l'anchoïade, l'ail selon vos goûts, le parmesan et le jus de citron. Réservez.
2006;464;2;Mixez les flocons d'avoine avec les épices et le sel. Versez dans une assiette la crème et dans l'autres les flocons mixés. Coupez le poulet en morceaux, trempez chaque morceau dans la crème puis dans la panure maison.
2007;464;3;Ensuite faites cuire les nuggets dans une poêle avec un fond d'huile d'olive.
2008;464;4;Versez dans des assiettes creuses la roquette, l'avocat épluché et coupé, les tomates cerises et concombre lavés et coupés.
2009;464;5;Disposez les nuggets, saupoudrez d'amandes hachées et ajoutez un peu de sauce sur le dessus. Servez aussitôt.
2010;464;6;Il est possible de remplacer les crudités de cette salade par des carottes râpées, des olives, poivrons, des pois chiches ou du maïs.La sauce ne peut être modifiée, mais vous pouvez la remplacer par un mélange d'huile d'olive, de jus de citron et de miel.
2011;465;1;Coupez le saumon en petits morceaux. Puis épluchez le concombre et faites de même. Lavez les tomates et coupez-les en petits morceaux.
2012;465;2;Mélangez la crème avec le jus de citron et l'huile d'olive. Versez-le dans le tartare. Puis saupoudrez d'un peu d'aneth et de sel et servez aussitôt dans des feuilles de salade.
2013;465;3;Il est possible de remplacer:-la crème de soja par une autre crème au choix-le saumon par du thon ou du maquereau-la concombre par de l'avocat-l'huile d'olive par de l'huile de sesame-le jus de citron par du jus d'orange pressée
2014;466;1;Lavez tout vos légumes.Réalisez la sauce en mélangeant l'huile d'olive, le jus de citron, le gingembre, la cardamome et l'ecorce d'orange. Mélangez puis ajoutez les dés de poisson cru dedans. Mélangez et reservez.
2015;466;2;Décortiquez les fèves fraîches, puis faites-les revenir dans une poêle avec un peu d'huile d'olive. 
